#MESH-MESH_XY-DIJKSTRA-2-packet_injection_rate-0.05-1-0.01
packet_injection_rate,Total produced flits,Total accepted flits,Total received flits,Network production (flits/cycle),Network acceptance (flits/cycle),Network throughput (flits/cycle),IP throughput (flits/cycle/IP),Last time flit received (cycles),Max buffer stuck delay (cycles),Max time flit in network (cycles),Total received packets,Total flits lost,Global average delay (cycles),Max delay (cycles),Average buffer utilization
0.05,53441,53369,53381,5.50938,5.50196,5.5032,0.055032,9699,82,118,6675,0,41.9301,150.667,0.011337
0.060000000000000005,64999,64919,64999,6.70093,6.69268,6.70093,0.0670093,9699,128,174,8124,0,46.063,247.75,0.0167968
0.07,76967,76839,76811,7.93474,7.92155,7.91866,0.0791866,9699,115,171,9601,0,50.8539,210.8,0.0239102
0.08000000000000002,87714,87522,87724,9.04268,9.02289,9.04371,0.0904371,9699,192,360,10972,0,56.5662,394.25,0.0326571
0.09000000000000001,98535,98335,98463,10.1582,10.1376,10.1508,0.101508,9699,219,337,12306,0,67.4115,522.149,0.0472367
0.1,109487,109143,109367,11.2873,11.2519,11.2749,0.112749,9699,535,775,13670,0,85.7644,893.25,0.0680457
0.11000000000000001,120233,119401,119152,12.3952,12.3094,12.2837,0.122837,9699,847,1036,14894,0,141.87,1911.16,0.112366
0.12000000000000001,130755,125299,124564,13.4799,12.9174,12.8416,0.128416,9699,867,1426,15572,0,325.054,4001.29,0.16606
0.13,143591,129127,128248,14.8032,13.3121,13.2214,0.132214,9699,1107,1695,16031,0,540.269,5599.35,0.207333
0.14,153156,128892,128237,15.7893,13.2878,13.2203,0.132203,9699,1164,1895,16029,0,752.343,6617.02,0.225526
0.15000000000000002,163731,128107,127320,16.8795,13.2069,13.1258,0.131258,9699,986,1824,15920,0,1003.55,7175.57,0.236396
0.16000000000000003,174698,127986,127420,18.0101,13.1944,13.1361,0.131361,9699,1389,1822,15926,0,1146.9,7742.6,0.245594
0.17000000000000004,183992,128400,127879,18.9682,13.2371,13.1834,0.131834,9699,1149,1725,15987,0,1327.97,7434.88,0.248432
0.18000000000000005,195038,128246,127640,20.107,13.2212,13.1588,0.131588,9699,1717,2792,15955,0,1446.9,8039.39,0.249324
0.19,207491,128195,127847,21.3908,13.216,13.1801,0.131801,9699,1264,1798,15984,0,1649.39,7888.52,0.254938
0.2,215586,125306,125103,22.2254,12.9181,12.8972,0.128972,9699,1816,2092,15639,0,1823.64,7951.58,0.253371
0.21000000000000002,225764,128492,128310,23.2746,13.2466,13.2278,0.132278,9699,1488,1975,16038,0,1903.06,8251.62,0.255846
0.22000000000000003,238809,127609,127494,24.6195,13.1556,13.1437,0.131437,9699,1521,2079,15939,0,2095.53,8366.21,0.255264
0.23000000000000004,249194,126386,126091,25.6901,13.0295,12.9991,0.129991,9699,2078,2367,15763,0,2228.1,8468.64,0.256004
0.24000000000000005,259608,127408,127363,26.7637,13.1348,13.1302,0.131302,9699,1232,2435,15923,0,2297.79,8695.31,0.255478
0.25000000000000006,270465,127993,127766,27.883,13.1952,13.1718,0.131718,9699,1418,1774,15971,0,2433.65,8331.06,0.256083
0.26000000000000006,281527,127447,127190,29.0234,13.1389,13.1124,0.131124,9699,1512,1974,15896,0,2536.81,8644.07,0.256774
